county,phone,name,district,address,url,email
"Columbus,Robeson",(919) 733-5651,Senator Michael P. Walters  (Dem),13,"NC Senate,300 N. Salisbury Street, Room 517
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=269&sChamber=senate,Michael.Walters@ncleg.net
"Moore,Randolph",(919) 733-5870,Senator Jerry W. Tillman  (Rep),29,"NC Senate,300 N. Salisbury Street, Room 627
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=99&sChamber=senate,Jerry.Tillman@ncleg.net
Excused Absence,S529,13S814
Excused Absence,S529,13S876
Excused Absence,S529,13S909
Aye,S529,13S175
Aye,S529,13S54
Aye,S529,13S66
No,S529,13S67
No,S529,13S68
Excused Absence,S529,13S425
Excused Absence,S529,13S426
Excused Absence,S529,13S666
Excused Absence,S529,13S886
Excused Absence,S529,13S887
Excused Absence,S529,13S888
Excused Absence,S529,13S893
Excused Absence,S529,13S894
Aye,S529,13S672
Aye,S529,13S673
Aye,S529,13S674
No,S529,13S675
Excused Vote,S529,13S676
Aye,S529,13S677
No,S529,13S678
No,S529,13S724
Aye,S529,13S679
Excused Absence,S529,13S906
Excused Absence,S529,13S427
Aye,S529,13S367
Aye,S529,13S516
No,S529,13S584
Excused Absence,S529,13S897
Aye,S529,13S445
Excused Absence,S529,13S841
Excused Absence,S529,13S654
Aye,S529,13S50
Aye,S529,13S140
Excused Absence,S529,13S428
N/V,S529,13S599
Aye,S529,13S630
Aye,S529,13S416
Excused Absence,S529,13S567
Aye,S529,13S231
No,S765,13S66
Aye,S765,13S67
Aye,S765,13S68
Aye,S765,13S425
Aye,S765,13S426
Aye,S765,13S666
Aye,S765,13S886
Aye,S765,13S887
Aye,S765,13S888
Aye,S765,13S893
Aye,S765,13S894
Aye,S765,13S672
Aye,S765,13S673
Aye,S765,13S674
Aye,S765,13S675
Aye,S765,13S676
Aye,S765,13S677
Aye,S765,13S678
Aye,S765,13S724
Aye,S765,13S679
Aye,S765,13S906
Aye,S765,13S427
Aye,S765,13S367
Aye,S765,13S516
Aye,S765,13S584
Aye,S765,13S897
Aye,S765,13S445
Aye,S765,13S841
Aye,S765,13S654
Aye,S765,13S50
Aye,S765,13S140
Aye,S765,13S428
Aye,S765,13S599
Aye,S765,13S630
Aye,S765,13S416
Aye,S765,13S567
Aye,S765,13S231
Aye,S765,13S485
Aye,S765,13S655
Aye,S765,13S680
Aye,S765,13S681
Aye,S765,13S725
Aye,S765,13S726
Aye,S765,13S656
Aye,S765,13S88
Aye,S765,13S771
Excused Absence,S765,13S793
Aye,S765,13S657
Aye,S765,13S154
Aye,S765,13S777
Aye,S765,13S868
Aye,S765,13S461
Aye,S765,13S517
Aye,S691,13S897
Aye,S691,13S445
Aye,S691,13S841
Aye,S691,13S654
Aye,S691,13S50
Aye,S691,13S140
Aye,S691,13S428
Aye,S691,13S599
Aye,S691,13S630
Aye,S691,13S416
Aye,S691,13S567
Aye,S691,13S231
Aye,S691,13S485
Aye,S691,13S655
Aye,S691,13S680
Aye,S691,13S681
Aye,S691,13S725
Aye,S691,13S726
Aye,S691,13S656
Aye,S691,13S88
Aye,S691,13S771
Aye,S691,13S793
Aye,S691,13S657
Aye,S691,13S154
Aye,S691,13S777
Aye,S691,13S868
Aye,S691,13S461
Aye,S691,13S517
No,S691,13S578
Aye,S691,13S486
Aye,S691,13S736
Aye,S691,13S518
Aye,S691,13S593
Aye,S691,13S594
Aye,S691,13S487
No,S691,13S166
Aye,S691,13S167
Aye,S691,13S658
Aye,S691,13S791
Aye,S691,13S488
Aye,S691,13S659
No,S691,13S336
No,S691,13S337
Aye,S691,13S589
Aye,S691,13S225
Aye,S691,13S489
Aye,S691,13S612
Aye,S691,13S682
Aye,S691,13S683
Aye,S691,13S684
Aye,S691,13S685
Aye,S691,13S768
Aye,S691,13S339
Aye,S780,13S397
Aye,S780,13S776
Aye,S780,13S798
Aye,S780,13S799
Aye,S780,13S735
Aye,S780,13S760
Aye,S780,13S761
Excused Absence,S780,13S49
Excused Absence,S780,13S43
Aye,S780,13S74
Aye,S780,13S443
Aye,S780,13S444
Aye,S780,13S747
Aye,S780,13S748
Aye,S780,13S483
Aye,S780,13S424
Excused Absence,S780,13S42
Aye,S780,13S75
Aye,S780,13S591
Aye,S780,13S592
Aye,S780,13S566
Aye,S780,13S484
Aye,S780,13S14
No,S780,13S31
Aye,S780,13S507
No,S780,13S814
No,S780,13S876
No,S780,13S909
Aye,S780,13S175
Aye,S780,13S54
Aye,S780,13S66
No,S780,13S67
No,S780,13S68
Aye,S780,13S425
Aye,S780,13S426
Aye,S780,13S666
Aye,S780,13S886
Aye,S780,13S887
Aye,S780,13S888
Aye,S780,13S893
Aye,S780,13S894
Aye,S780,13S672
Aye,S780,13S673
Aye,S780,13S674
No,S780,13S675
Aye,S780,13S676
No,S780,13S677
No,S780,13S678
No,S780,13S724
Aye,S780,13S679
No,S780,13S906
Aye,S780,13S427
Aye,S780,13S367
Aye,S780,13S516
No,S780,13S584
Aye,S767,13S173
Aye,S767,13S645
Aye,S767,13S335
Aye,S767,13S309
Excused Absence,S767,13S713
Aye,S767,13S174
Aye,S767,13S642
Aye,S767,13S384
Aye,S767,13S160
Aye,S767,13S564
Aye,S767,13S565
Aye,S767,13S326
Aye,S767,13S327
Excused Absence,S767,13S714
Aye,S767,13S850
Aye,S767,13S366
Aye,S767,13S161
Aye,S767,13S165
Aye,S767,13S385
Excused Absence,S767,13S715
Aye,S767,13S310
Aye,S767,13S505
Aye,S767,13S910
Aye,S767,13S911
Aye,S767,13S20
Aye,S767,13S21
Aye,S767,13S22
Aye,S767,13S23
No,S767,13S24
No,S767,13S25
Aye,S767,13S29
Aye,S767,13S30
Aye,S767,13S73
Aye,S767,13S76
Aye,S767,13S77
Aye,S767,13S420
Aye,S767,13S298
Aye,S767,13S396
Aye,S767,13S397
Aye,S767,13S776
Aye,S767,13S798
Aye,S767,13S799
Aye,S767,13S735
Aye,S767,13S760
Aye,S767,13S761
Aye,S767,13S49
Aye,S767,13S43
Aye,S767,13S74
Aye,S767,13S443
Aye,S767,13S444
Aye,S767,13S747
Aye,S764,13S645
Aye,S764,13S335
Aye,S764,13S309
Aye,S764,13S713
Aye,S764,13S174
Aye,S764,13S642
Aye,S764,13S384
Aye,S764,13S160
Aye,S764,13S564
Aye,S764,13S565
Aye,S764,13S326
Aye,S764,13S327
No,S764,13S714
Aye,S764,13S850
Aye,S764,13S366
Aye,S764,13S161
Aye,S764,13S165
Aye,S764,13S385
Aye,S764,13S715
Aye,S764,13S310
Aye,S764,13S505
Aye,S764,13S910
Aye,S764,13S911
Aye,S764,13S20
Aye,S764,13S21
Aye,S764,13S22
Aye,S764,13S23
Aye,S764,13S24
Aye,S764,13S25
Aye,S764,13S29
Aye,S764,13S30
No,S764,13S73
No,S764,13S76
No,S764,13S77
Aye,S764,13S420
Aye,S764,13S298
Aye,S764,13S396
Aye,S764,13S397
Aye,S764,13S776
Aye,S764,13S798
Aye,S764,13S799
Aye,S764,13S735
Aye,S764,13S760
Aye,S764,13S761
Aye,S764,13S49
Aye,S764,13S43
Aye,S764,13S74
Aye,S764,13S443
Aye,S764,13S444
Aye,S764,13S747
Aye,S764,13S748
Aye,S764,13S483
Aye,S764,13S424
Aye,S528,13S358
Aye,S528,13S758
Aye,S528,13S611
Aye,S528,13S332
No,S528,13S545
Aye,S528,13S759
Aye,S528,13S151
Aye,S528,13S475
Aye,S528,13S293
Aye,S528,13S827
Aye,S528,13S171
Aye,S528,13S172
Aye,S528,13S182
Aye,S528,13S359
Aye,S528,13S338
Aye,S528,13S137
Aye,S528,13S213
Aye,S528,13S214
Aye,S528,13S546
Aye,S528,13S264
Aye,S528,13S547
Aye,S528,13S305
Aye,S528,13S329
Aye,S528,13S138
Aye,S528,13S139
Aye,S528,13S219
Aye,S528,13S548
Aye,S528,13S294
Aye,S528,13S202
Aye,S528,13S764
Aye,S528,13S183
Aye,S528,13S184
Aye,S528,13S220
Aye,S528,13S192
Aye,S528,13S360
No,S528,13S322
Aye,S528,13S323
Aye,S528,13S379
Aye,S528,13S549
Aye,S528,13S157
Aye,S528,13S158
Aye,S528,13S873
Aye,S528,13S306
Aye,S528,13S914
Aye,S528,13S373
Aye,S528,13S374
Aye,S528,13S241
Aye,S528,13S260
Aye,S528,13S261
Aye,S528,13S361
Aye,S528,13S362
Aye,S528,13S650
Aye,S528,13S651
Aye,S528,13S668
No,S528,13S835
Aye,S527,13S132
Aye,S527,13S272
Aye,S527,13S273
Aye,S527,13S274
No,S527,13S275
Aye,S527,13S276
No,S527,13S277
No,S527,13S278
No,S527,13S279
Aye,S527,13S280
No,S527,13S751
Aye,S527,13S831
Aye,S527,13S236
Aye,S527,13S818
Aye,S527,13S180
Aye,S527,13S181
Aye,S527,13S142
Aye,S527,13S143
Aye,S527,13S885
Aye,S527,13S263
Aye,S527,13S890
Aye,S527,13S119
Aye,S527,13S163
Aye,S527,13S164
Aye,S527,13S238
Aye,S527,13S891
Aye,S527,13S133
Aye,S527,13S229
Aye,S527,13S303
Aye,S527,13S304
Aye,S527,13S281
No,S527,13S284
Aye,S527,13S285
Aye,S527,13S378
Aye,S527,13S191
Aye,S527,13S620
Aye,S527,13S212
Aye,S527,13S134
Aye,S527,13S819
Aye,S527,13S292
Excused Absence,S527,13S912
Aye,S527,13S792
Aye,S527,13S135
Aye,S527,13S763
Aye,S527,13S136
Aye,S527,13S469
Aye,S527,13S150
Aye,S527,13S320
No,S527,13S470
Aye,S527,13S313
Aye,S527,13S314
Aye,S578,13S838
Aye,S578,13S508
Aye,S578,13S451
Aye,S578,13S741
Aye,S578,13S496
Excused Absence,S578,13S815
Aye,S578,13S807
Aye,S578,13S808
Aye,S578,13S809
Aye,S578,13S605
Aye,S578,13S634
Aye,S578,13S667
Aye,S578,13S719
Aye,S578,13S437
Aye,S578,13S570
Aye,S578,13S839
Aye,S578,13S840
Aye,S578,13S869
Aye,S578,13S607
Aye,S578,13S636
Aye,S578,13S506
Excused Absence,S578,13S556
Excused Absence,S578,13S802
Aye,S578,13S606
Aye,S578,13S626
Aye,S578,13S452
Aye,S578,13S497
Aye,S578,13S498
Aye,S578,13S858
Aye,S578,13S859
No,S578,13S860
Aye,S578,13S861
No,S578,13S862
Aye,S578,13S863
No,S578,13S864
No,S578,13S865
Aye,S578,13S866
Aye,S578,13S879
Aye,S578,13S880
Aye,S578,13S881
Aye,S578,13S882
Aye,S578,13S418
Aye,S578,13S419
Aye,S578,13S523
Aye,S578,13S215
Aye,S578,13S453
Aye,S578,13S524
Aye,S578,13S525
Aye,S578,13S579
Aye,S578,13S769
Aye,S529,13S485
Excused Absence,S529,13S655
Aye,S529,13S680
Aye,S529,13S681
Aye,S529,13S725
Aye,S529,13S726
Excused Absence,S529,13S656
Aye,S529,13S88
Aye,S529,13S771
Aye,S529,13S793
Excused Absence,S529,13S657
Excused Vote,S529,13S154
Aye,S529,13S777
Excused Absence,S529,13S868
Aye,S529,13S461
Aye,S529,13S517
Excused Absence,S529,13S578
Aye,S529,13S486
Aye,S529,13S736
Aye,S529,13S518
Aye,S529,13S593
Aye,S529,13S594
Aye,S529,13S487
Excused Vote,S529,13S166
Excused Vote,S529,13S167
Excused Absence,S529,13S658
Aye,S529,13S791
Aye,S529,13S488
Excused Absence,S529,13S659
Excused Absence,S529,13S336
Excused Absence,S529,13S337
No,S529,13S589
Aye,S529,13S225
Aye,S529,13S489
Aye,S529,13S612
Aye,S529,13S682
No,S529,13S683
Aye,S529,13S684
Aye,S529,13S685
Aye,S529,13S768
Excused Absence,S529,13S339
Excused Absence,S529,13S340
Aye,S529,13S490
Aye,S529,13S754
Excused Absence,S529,13S660
Excused Absence,S529,13S661
Aye,S529,13S601
Aye,S529,13S631
Aye,S529,13S801
Aye,S529,13S555
Excused Absence,S529,13S429
Excused Absence,S529,13S430
Aye,S529,13S491
Excused Absence,S529,13S431
Aye,S529,13S519
Excused Absence,S529,13S832
No,S765,13S578
Aye,S765,13S486
Aye,S765,13S736
Aye,S765,13S518
Aye,S765,13S593
Aye,S765,13S594
Aye,S765,13S487
No,S765,13S166
Aye,S765,13S167
Aye,S765,13S658
Aye,S765,13S791
Aye,S765,13S488
Aye,S765,13S659
No,S765,13S336
Aye,S765,13S337
Aye,S765,13S589
Aye,S765,13S225
Aye,S765,13S489
Aye,S765,13S612
Aye,S765,13S682
Aye,S765,13S683
Aye,S765,13S684
Aye,S765,13S685
Aye,S765,13S768
Aye,S765,13S339
Aye,S765,13S340
Aye,S765,13S490
Aye,S765,13S754
Aye,S765,13S660
Aye,S765,13S661
Aye,S765,13S601
Aye,S765,13S631
Excused Absence,S765,13S801
Aye,S765,13S555
Aye,S765,13S429
Aye,S765,13S430
Aye,S765,13S491
Aye,S765,13S431
Aye,S765,13S519
Aye,S765,13S832
Aye,S765,13S833
Aye,S765,13S686
No,S765,13S687
No,S765,13S727
Aye,S765,13S432
Aye,S765,13S602
Aye,S765,13S632
Aye,S765,13S446
Aye,S765,13S433
Aye,S765,13S737
Aye,S765,13S738
Aye,S765,13S851
Aye,S765,13S492
Aye,S765,13S688
Aye,S691,13S340
Aye,S691,13S490
Aye,S691,13S754
Aye,S691,13S660
Aye,S691,13S661
Aye,S691,13S601
Aye,S691,13S631
Aye,S691,13S801
Aye,S691,13S555
Aye,S691,13S429
Aye,S691,13S430
Aye,S691,13S491
Aye,S691,13S431
Aye,S691,13S519
Aye,S691,13S832
Aye,S691,13S833
Aye,S691,13S686
Aye,S691,13S687
Aye,S691,13S727
Aye,S691,13S432
Aye,S691,13S602
Aye,S691,13S632
Aye,S691,13S446
Aye,S691,13S433
Aye,S691,13S737
Aye,S691,13S738
Aye,S691,13S851
Aye,S691,13S492
Aye,S691,13S688
Aye,S691,13S520
Aye,S691,13S493
Aye,S691,13S568
Aye,S691,13S623
Aye,S691,13S662
Aye,S691,13S640
Aye,S691,13S689
Aye,S691,13S521
Aye,S691,13S690
Aye,S691,13S691
Aye,S691,13S692
Aye,S691,13S778
Aye,S691,13S779
Aye,S691,13S447
N/V,S691,13S693
Aye,S691,13S434
Aye,S691,13S694
Aye,S691,13S435
Aye,S691,13S448
Aye,S691,13S204
Aye,S691,13S494
Aye,S691,13S663
Aye,S691,13S749
Aye,S780,13S897
Aye,S780,13S445
Aye,S780,13S841
Aye,S780,13S654
Aye,S780,13S50
Aye,S780,13S140
Aye,S780,13S428
Aye,S780,13S599
Aye,S780,13S630
Aye,S780,13S416
Aye,S780,13S567
Aye,S780,13S231
Aye,S780,13S485
Aye,S780,13S655
Aye,S780,13S680
Aye,S780,13S681
Aye,S780,13S725
Aye,S780,13S726
Aye,S780,13S656
Aye,S780,13S88
Aye,S780,13S771
Aye,S780,13S793
Aye,S780,13S657
Aye,S780,13S154
Aye,S780,13S777
Aye,S780,13S868
Aye,S780,13S461
Aye,S780,13S517
Aye,S780,13S578
Aye,S780,13S486
Aye,S780,13S736
Aye,S780,13S518
Aye,S780,13S593
Aye,S780,13S594
Aye,S780,13S487
Aye,S780,13S166
Aye,S780,13S167
Aye,S780,13S658
Aye,S780,13S791
Aye,S780,13S488
Aye,S780,13S659
Aye,S780,13S336
No,S780,13S337
No,S780,13S589
No,S780,13S225
Aye,S780,13S489
Aye,S780,13S612
Aye,S780,13S682
No,S780,13S683
No,S780,13S684
No,S780,13S685
No,S780,13S768
Aye,S780,13S339
Aye,S767,13S748
Aye,S767,13S483
Aye,S767,13S424
Aye,S767,13S42
Aye,S767,13S75
Aye,S767,13S591
Aye,S767,13S592
Aye,S767,13S566
Aye,S767,13S484
Aye,S767,13S14
Aye,S767,13S31
Aye,S767,13S507
No,S767,13S814
No,S767,13S876
No,S767,13S909
Aye,S767,13S175
Aye,S767,13S54
Aye,S767,13S66
No,S767,13S67
No,S767,13S68
Aye,S767,13S425
Aye,S767,13S426
Excused Absence,S767,13S666
Aye,S767,13S886
Aye,S767,13S887
Aye,S767,13S888
Aye,S767,13S893
Aye,S767,13S894
Excused Absence,S767,13S672
Excused Absence,S767,13S673
Excused Absence,S767,13S674
Excused Absence,S767,13S675
Excused Absence,S767,13S676
Excused Absence,S767,13S677
Excused Absence,S767,13S678
Excused Absence,S767,13S724
Excused Absence,S767,13S679
Aye,S767,13S906
Aye,S767,13S427
Aye,S767,13S367
Aye,S767,13S516
No,S767,13S584
Aye,S767,13S897
Aye,S767,13S445
Aye,S767,13S841
Excused Absence,S767,13S654
Aye,S767,13S50
Aye,S767,13S140
Aye,S767,13S428
Aye,S767,13S599
Aye,S767,13S630
Aye,S767,13S416
Aye,S767,13S567
Aye,S767,13S231
Aye,S767,13S485
Excused Absence,S767,13S655
Aye,S764,13S42
Aye,S764,13S75
Aye,S764,13S591
Aye,S764,13S592
Aye,S764,13S566
Aye,S764,13S484
Aye,S764,13S14
Aye,S764,13S31
Aye,S764,13S507
Aye,S764,13S814
No,S764,13S876
No,S764,13S909
Aye,S764,13S175
Aye,S764,13S54
Aye,S764,13S66
No,S764,13S67
No,S764,13S68
Aye,S764,13S425
Aye,S764,13S426
Aye,S764,13S666
Aye,S764,13S886
Aye,S764,13S887
Aye,S764,13S888
Aye,S764,13S893
Aye,S764,13S894
Aye,S764,13S672
Aye,S764,13S673
Aye,S764,13S674
No,S764,13S675
Aye,S764,13S676
Aye,S764,13S677
Aye,S764,13S678
Aye,S764,13S724
Aye,S764,13S679
Aye,S764,13S906
Aye,S764,13S427
Aye,S764,13S367
Aye,S764,13S516
Aye,S764,13S584
Aye,S764,13S897
Aye,S764,13S445
Aye,S764,13S841
Aye,S764,13S654
Aye,S764,13S50
Aye,S764,13S140
Aye,S764,13S428
Aye,S764,13S599
Aye,S764,13S630
Aye,S528,13S849
Aye,S528,13S874
Aye,S528,13S295
Aye,S528,13S648
Aye,S528,13S649
Aye,S528,13S243
Aye,S528,13S476
Aye,S528,13S641
Aye,S528,13S790
Aye,S528,13S244
Aye,S528,13S245
No,S528,13S246
No,S528,13S247
Aye,S528,13S248
Aye,S528,13S249
Aye,S528,13S250
No,S528,13S268
No,S528,13S269
Aye,S528,13S270
Aye,S528,13S477
Aye,S528,13S296
Aye,S528,13S646
Aye,S528,13S251
Aye,S528,13S363
Aye,S528,13S581
Aye,S528,13S380
No,S528,13S828
Aye,S528,13S221
Aye,S528,13S239
Aye,S528,13S386
Aye,S528,13S387
Aye,S528,13S913
Aye,S528,13S222
Aye,S528,13S223
Aye,S528,13S185
Aye,S528,13S226
Aye,S528,13S227
Aye,S528,13S478
No,S528,13S348
No,S528,13S394
Aye,S528,13S152
Aye,S528,13S479
Aye,S528,13S297
Aye,S528,13S550
Aye,S528,13S800
Aye,S528,13S193
Aye,S528,13S200
Aye,S528,13S201
Aye,S528,13S480
Aye,S528,13S307
Aye,S528,13S308
Aye,S528,13S551
Aye,S528,13S121
Aye,S528,13S203
Aye,S527,13S315
Aye,S527,13S708
Aye,S527,13S709
No,S527,13S398
No,S527,13S399
No,S527,13S400
Aye,S527,13S401
No,S527,13S402
Aye,S527,13S403
Aye,S527,13S404
Aye,S527,13S405
No,S527,13S406
No,S527,13S407
Aye,S527,13S408
Aye,S527,13S409
Aye,S527,13S410
Aye,S527,13S411
No,S527,13S412
Aye,S527,13S413
No,S527,13S580
Aye,S527,13S829
Aye,S527,13S836
Aye,S527,13S321
Aye,S527,13S358
Aye,S527,13S758
Aye,S527,13S611
Aye,S527,13S332
No,S527,13S545
Aye,S527,13S759
Aye,S527,13S151
Aye,S527,13S475
Aye,S527,13S293
Aye,S527,13S827
Aye,S527,13S171
Aye,S527,13S172
Aye,S527,13S182
Aye,S527,13S359
Aye,S527,13S338
Aye,S527,13S137
Aye,S527,13S213
Aye,S527,13S214
Aye,S527,13S546
Aye,S527,13S264
Aye,S527,13S547
Aye,S527,13S305
Aye,S527,13S329
Aye,S527,13S138
Aye,S527,13S139
Aye,S527,13S219
Aye,S527,13S548
Aye,S527,13S294
Aye,S527,13S202
Aye,S578,13S742
Aye,S578,13S499
Aye,S578,13S571
Aye,S578,13S572
Aye,S578,13S573
Aye,S578,13S500
Aye,S578,13S703
Aye,S578,13S783
Aye,S578,13S526
Aye,S578,13S784
Aye,S578,13S527
Aye,S578,13S528
Aye,S578,13S755
Aye,S578,13S501
Excused Absence,S578,13S816
Aye,S578,13S904
Aye,S578,13S905
Aye,S578,13S585
Aye,S578,13S502
Aye,S578,13S756
Aye,S578,13S503
Aye,S578,13S504
Aye,S578,13S842
Aye,S578,13S843
Aye,S578,13S415
Aye,S578,13S422
Aye,S578,13S844
Aye,S578,13S652
Aye,S578,13S529
Aye,S578,13S596
Aye,S578,13S438
Aye,S578,13S464
Aye,S578,13S465
Aye,S578,13S803
Aye,S578,13S804
Aye,S578,13S718
No,S578,13S728
Aye,S578,13S729
Aye,S578,13S730
Aye,S578,13S731
Aye,S578,13S732
Aye,S578,13S597
Aye,S578,13S785
Aye,S578,13S282
Aye,S578,13S454
Aye,S578,13S466
Aye,S578,13S467
Aye,S578,13S439
Excused Absence,S578,13S810
Excused Absence,S578,13S811
Excused Absence,S578,13S812
No,S578,13S821
Aye,S578,13S822
Excused Absence,S529,13S833
Aye,S529,13S686
Aye,S529,13S687
Aye,S529,13S727
Excused Absence,S529,13S432
Aye,S529,13S602
Aye,S529,13S632
Aye,S529,13S446
Excused Absence,S529,13S433
Aye,S529,13S737
Aye,S529,13S738
Excused Absence,S529,13S851
Aye,S529,13S492
Aye,S529,13S688
Aye,S529,13S520
Aye,S529,13S493
Excused Absence,S529,13S568
No,S529,13S623
Excused Absence,S529,13S662
Aye,S529,13S640
Aye,S529,13S689
Aye,S529,13S521
Aye,S529,13S690
Aye,S529,13S691
Aye,S529,13S692
Aye,S529,13S778
Aye,S529,13S779
Aye,S529,13S447
Aye,S529,13S693
Excused Absence,S529,13S434
Aye,S529,13S694
Excused Absence,S529,13S435
Aye,S529,13S448
Aye,S529,13S204
Aye,S529,13S494
Excused Absence,S529,13S663
Aye,S529,13S749
Aye,S529,13S750
Excused Absence,S529,13S877
Excused Absence,S529,13S916
Aye,S529,13S522
Aye,S529,13S780
Aye,S529,13S781
Aye,S529,13S695
Aye,S529,13S449
Aye,S529,13S625
Aye,S529,13S635
Excused Absence,S529,13S436
Aye,S529,13S603
Aye,S529,13S633
Excused Absence,S529,13S852
Excused Absence,S529,13S853
Excused Absence,S529,13S854
Excused Absence,S529,13S898
Aye,S529,13S637
Aye,S529,13S734
Aye,S529,13S604
Aye,S765,13S520
Aye,S765,13S493
Aye,S765,13S568
Aye,S765,13S623
Aye,S765,13S662
Aye,S765,13S640
Aye,S765,13S689
Aye,S765,13S521
Aye,S765,13S690
Aye,S765,13S691
Aye,S765,13S692
Aye,S765,13S778
Aye,S765,13S779
Aye,S765,13S447
Aye,S765,13S693
Aye,S765,13S434
Aye,S765,13S694
Aye,S765,13S435
Aye,S765,13S448
Aye,S765,13S204
Aye,S765,13S494
Aye,S765,13S663
Aye,S765,13S749
Aye,S765,13S750
Aye,S765,13S877
Aye,S765,13S916
Aye,S765,13S522
Aye,S765,13S780
Aye,S765,13S781
Aye,S765,13S695
Aye,S765,13S449
Aye,S765,13S625
Aye,S765,13S635
Aye,S765,13S436
Aye,S765,13S603
Aye,S765,13S633
Aye,S765,13S852
Aye,S765,13S853
Aye,S765,13S854
Aye,S765,13S898
Aye,S765,13S637
Aye,S765,13S734
Aye,S765,13S604
Aye,S765,13S627
Aye,S765,13S696
Aye,S765,13S697
Aye,S765,13S698
Aye,S765,13S341
Aye,S765,13S368
Aye,S765,13S369
Aye,S691,13S750
Aye,S691,13S877
Excused Absence,S691,13S916
Aye,S691,13S522
Aye,S691,13S780
Aye,S691,13S781
Aye,S691,13S695
Aye,S691,13S449
Aye,S691,13S625
Aye,S691,13S635
Aye,S691,13S436
Aye,S691,13S603
Aye,S691,13S633
Aye,S691,13S852
Aye,S691,13S853
Aye,S691,13S854
Aye,S691,13S898
Aye,S691,13S637
Aye,S691,13S734
Aye,S691,13S604
Aye,S691,13S627
Aye,S691,13S696
No,S691,13S697
Aye,S691,13S698
Aye,S691,13S341
Aye,S691,13S368
Aye,S691,13S369
Aye,S691,13S582
Aye,S691,13S495
Aye,S691,13S299
Aye,S691,13S417
Aye,S691,13S699
Aye,S691,13S569
Aye,S691,13S700
Aye,S691,13S739
Aye,S691,13S720
Aye,S691,13S721
Aye,S691,13S460
Aye,S691,13S462
Aye,S691,13S463
Aye,S691,13S740
Aye,S691,13S782
Aye,S691,13S450
Aye,S691,13S345
Aye,S691,13S206
Aye,S691,13S207
No,S691,13S216
Aye,S691,13S217
Aye,S691,13S218
Aye,S691,13S638
Aye,S691,13S639
Aye,S691,13S701
Aye,S691,13S702
No,S691,13S772
No,S691,13S794
Aye,S780,13S340
Aye,S780,13S490
Aye,S780,13S754
Aye,S780,13S660
Aye,S780,13S661
Aye,S780,13S601
Aye,S780,13S631
No,S780,13S801
Aye,S780,13S555
Aye,S780,13S429
Aye,S780,13S430
Aye,S780,13S491
Aye,S780,13S431
Aye,S780,13S519
Aye,S780,13S832
Aye,S780,13S833
Aye,S780,13S686
Aye,S780,13S687
Aye,S780,13S727
Aye,S780,13S432
Aye,S780,13S602
Aye,S780,13S632
Aye,S780,13S446
Aye,S780,13S433
Aye,S780,13S737
Aye,S780,13S738
Aye,S780,13S851
Aye,S780,13S492
Aye,S780,13S688
Aye,S780,13S520
Aye,S780,13S493
Aye,S780,13S568
Aye,S780,13S623
Aye,S780,13S662
Aye,S780,13S640
Aye,S780,13S689
Aye,S780,13S521
Aye,S780,13S690
Aye,S780,13S691
Aye,S780,13S692
Aye,S780,13S778
Aye,S780,13S779
Aye,S780,13S447
Aye,S780,13S693
Aye,S780,13S434
Aye,S780,13S694
Aye,S780,13S435
Aye,S780,13S448
Aye,S780,13S204
Aye,S780,13S494
Aye,S780,13S663
Aye,S780,13S749
Excused Absence,S767,13S680
Excused Absence,S767,13S681
Excused Absence,S767,13S725
Excused Absence,S767,13S726
Excused Absence,S767,13S656
Aye,S767,13S88
Aye,S767,13S771
Aye,S767,13S793
Excused Absence,S767,13S657
Aye,S767,13S154
Aye,S767,13S777
Aye,S767,13S868
Aye,S767,13S461
Aye,S767,13S517
Aye,S767,13S578
Aye,S767,13S486
Aye,S767,13S736
Aye,S767,13S518
Aye,S767,13S593
Aye,S767,13S594
Aye,S767,13S487
Aye,S767,13S166
No,S767,13S167
Excused Absence,S767,13S658
Aye,S767,13S791
Aye,S767,13S488
Excused Absence,S767,13S659
Aye,S767,13S336
No,S767,13S337
No,S767,13S589
Aye,S767,13S225
Aye,S767,13S489
Aye,S767,13S612
Excused Absence,S767,13S682
Excused Absence,S767,13S683
Excused Absence,S767,13S684
Excused Absence,S767,13S685
Aye,S767,13S768
Aye,S767,13S339
Aye,S767,13S340
Aye,S767,13S490
Aye,S767,13S754
Excused Absence,S767,13S660
Excused Absence,S767,13S661
Aye,S767,13S601
Aye,S767,13S631
Aye,S767,13S801
Aye,S767,13S555
Aye,S767,13S429
Aye,S767,13S430
Aye,S767,13S491
Aye,S767,13S431
Aye,S767,13S519
Aye,S767,13S832
Aye,S767,13S833
Aye,S764,13S416
Aye,S764,13S567
Aye,S764,13S231
Aye,S764,13S485
Aye,S764,13S655
Aye,S764,13S680
Aye,S764,13S681
Aye,S764,13S725
Aye,S764,13S726
Aye,S764,13S656
Aye,S764,13S88
Aye,S764,13S771
Aye,S764,13S793
Aye,S764,13S657
Aye,S764,13S154
Aye,S764,13S777
Aye,S764,13S868
Aye,S764,13S461
Aye,S764,13S517
Aye,S764,13S578
Aye,S764,13S486
Aye,S764,13S736
Aye,S764,13S518
Aye,S764,13S593
Aye,S764,13S594
Aye,S764,13S487
Aye,S764,13S166
